stream_id,point_name,brick_class,event_time,value,site_id
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-21T11:43:19.774000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-21T20:13:21.768000000,24.8,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-22T04:33:21.466000000,21.2,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-22T13:03:20.426000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-22T21:33:20.559000000,17.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-23T05:53:20.909000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-23T14:23:21.352000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-23T22:53:21.156000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-24T07:13:20.559000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-24T15:43:20.424000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-25T00:03:21.797000000,23.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-25T08:33:20.449000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-25T17:03:20.452000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-26T01:23:21.105000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-26T09:53:21.412000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-26T18:23:21.623000000,16.4,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-27T02:43:22.073000000,22.4,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-27T11:13:22.032000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-27T19:43:22.544000000,15.8,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-28T04:03:23.241000000,23.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-28T12:33:21.795000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-28T21:03:21.650000000,15.8,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-29T05:23:24.262000000,18.8,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-29T13:53:22.545000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-29T22:23:22.574000000,17.6,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-30T06:43:21.396000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-30T15:13:22.180000000,19.4,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-30T23:33:23.304000000,21.8,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-31T08:03:23.155000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-01-31T16:33:23.121000000,24.8,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-01T00:53:25.056000000,17.6,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-01T09:23:24.893000000,17.2,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-01T17:53:25.040000000,27.4,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-02T02:13:25.838000000,18.8,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-02T10:43:25.752000000,20.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-02T19:13:25.657000000,29.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-03T03:33:26.882000000,23.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-03T12:03:25.944000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-03T20:33:27.136000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-04T04:53:28.447000000,21.8,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-04T13:23:26.688000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-04T21:53:27.726000000,21.2,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-05T06:13:27.242000000,23.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-05T14:43:26.225000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-05T23:10:18.453000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-06T07:33:26.141000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-06T16:03:26.255000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-07T00:23:26.717000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-07T08:53:27.214000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-07T17:23:26.171000000,24.8,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-08T01:43:27.325000000,17.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-08T10:13:26.709000000,17.6,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-08T18:43:26.874000000,26.6,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-09T03:03:27.843000000,23.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-09T11:33:26.656000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-09T20:03:28.233000000,23.6,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-10T04:23:28.535000000,21.2,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-10T12:53:28.085000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-10T21:23:29.083000000,21.8,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-11T05:53:29.414000000,21.8,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-11T14:23:28.210000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-11T22:53:28.641000000,21.8,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-12T07:13:27.615000000,17.6,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-12T15:43:27.888000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-13T00:03:28.060000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-13T08:33:27.419000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-13T17:03:27.942000000,19.4,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-14T01:23:29.121000000,18.8,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-14T09:53:28.086000000,15.8,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-14T18:23:28.775000000,24.8,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-15T02:43:29.364000000,23.6,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-15T11:13:28.797000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-15T19:43:29.522000000,18.8,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-16T04:03:29.953000000,21.8,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-16T12:33:28.734000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-16T21:03:29.661000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-17T05:23:28.980000000,23.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-17T13:53:29.464000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-17T22:23:29.846000000,21.8,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-18T06:43:30.235000000,21.2,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-18T15:13:28.778000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-18T23:33:29.985000000,22.4,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-19T08:03:28.884000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-19T16:33:28.782000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-20T00:53:29.400000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-20T09:23:30.171000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-20T17:53:30.115000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-21T02:13:29.524000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-21T10:43:29.788000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-21T19:13:29.763000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-22T03:43:30.992000000,22.4,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-22T12:13:29.970000000,15.0,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-22T20:43:30.902000000,21.8,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-23T05:03:31.170000000,26.6,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-23T13:33:29.839000000,21.2,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-23T22:03:31.057000000,23.8,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-24T06:23:31.984000000,19.6,Site_B
213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,Max_Temperature_Setpoint_Limit,2021-02-24T14:53:31.121000000,24.4,Site_B
